od,hora_do_dia,n_viagens_validacao_hora,n_viagens_sintetico_hora,validacao_pct,sintetico_pct,validacao_pct_por_od,sintetico_pct_por_od,similaridade_hora_dot
upper east side north-midtown north,4,1,6,5.017445658554795e-05,0.00013880756436448924,0.03567606136282554,0.10273972602739725,0.06638129890186151
upper east side north-midtown north,5,7,22,0.00035122119609883566,0.0005089610693364606,0.2497324295397788,0.3767123287671233,0.06638129890186151
upper east side north-midtown north,6,38,103,0.001906629350250822,0.002382863188257065,1.3556903317873708,1.7636986301369864,0.06638129890186151
upper east side north-midtown north,7,181,392,0.009081576641984179,0.009068760871813297,6.457367106671423,6.712328767123288,0.06638129890186151
upper east side north-midtown north,8,246,494,0.012342916320044797,0.011428489466009613,8.776311095255084,8.45890410958904,0.06638129890186151
upper east side north-midtown north,9,232,471,0.011640473927847126,0.010896393802612404,8.276846236175526,8.065068493150685,0.06638129890186151
upper east side north-midtown north,10,239,443,0.011991695123945961,0.010248625168911455,8.526578665715306,7.585616438356165,0.06638129890186151
upper east side north-midtown north,11,214,412,0.010737333709307262,0.00953145275302826,7.634677131644667,7.054794520547945,0.06638129890186151
upper east side north-midtown north,12,192,399,0.009633495664425206,0.009230703030238534,6.849803781662504,6.832191780821918,0.06638129890186151
upper east side north-midtown north,13,199,383,0.009984716860524042,0.008860549525266563,7.099536211202283,6.558219178082192,0.06638129890186151
upper east side north-midtown north,14,172,388,0.008630006532714247,0.008976222495570303,6.136282554405994,6.6438356164383565,0.06638129890186151
upper east side north-midtown north,15,207,437,0.010386112513208427,0.010109817604546965,7.384944702104887,7.482876712328768,0.06638129890186151
upper east side north-midtown north,16,207,387,0.010386112513208427,0.008953087901509555,7.384944702104887,6.626712328767123,0.06638129890186151
upper east side north-midtown north,17,179,410,0.008981227728813082,0.009485183564906765,6.386014983945773,7.02054794520548,0.06638129890186151
upper east side north-midtown north,18,182,409,0.009131751098569727,0.009462048970846015,6.493043168034249,7.0034246575342465,0.06638129890186151
upper east side north-midtown north,19,102,261,0.005117794571725891,0.006038129049855281,3.6389582590082057,4.469178082191781,0.06638129890186151
upper east side north-midtown north,20,58,158,0.0029101184819617814,0.0036552658615982164,2.0692115590438815,2.7054794520547945,0.06638129890186151
upper east side north-midtown north,21,68,123,0.003411863047817261,0.0028455550694720293,2.425972172672137,2.106164383561644,0.06638129890186151
upper east side north-midtown north,22,51,75,0.0025588972858629454,0.0017350945545561154,1.8194791295041028,1.2842465753424657,0.06638129890186151
upper east side north-midtown north,23,17,41,0.0008529657619543152,0.0009485183564906765,0.6064930431680342,0.702054794520548,0.06638129890186151
central park-midtown center,0,2,18,0.0001003489131710959,0.0004164226930934677,0.07147962830593281,0.3241491085899514,0.06930003384115663
central park-midtown center,1,0,5,0.0,0.00011567297030374101,0.0,0.09004141905276428,0.06930003384115663
central park-midtown center,2,0,3,0.0,6.940378218224462e-05,0.0,0.05402485143165856,0.06930003384115663
central park-midtown center,3,0,0,0.0,0.0,0.0,0.0,0.06930003384115663
central park-midtown center,4,0,4,0.0,9.253837624299282e-05,0.0,0.07203313524221142,0.06930003384115663
central park-midtown center,5,6,15,0.0003010467395132877,0.00034701891091122307,0.21443888491779842,0.2701242571582928,0.06930003384115663
central park-midtown center,6,22,66,0.0011038380448820549,0.0015268832080093816,0.7862759113652609,1.1885467314964884,0.06930003384115663
central park-midtown center,7,80,232,0.004013956526843837,0.005367225822093583,2.8591851322373123,4.177921844048262,0.06930003384115663
central park-midtown center,8,123,288,0.0061714581600223984,0.0066627630894954834,4.395997140814868,5.186385737439222,0.06930003384115663
central park-midtown center,9,120,277,0.006020934790265754,0.006408282554827252,4.288777698355969,4.988294615523141,0.06930003384115663
central park-midtown center,10,123,311,0.0061714581600223984,0.007194858752892691,4.395997140814868,5.600576265081938,0.06930003384115663
central park-midtown center,11,225,382,0.01128925273174829,0.008837414931205814,8.041458184417442,6.879164415631191,0.06930003384115663
central park-midtown center,12,260,494,0.013045358712242466,0.011428489466009613,9.292351679771265,8.89609220241311,0.06930003384115663
central park-midtown center,13,272,492,0.013647452191269043,0.011382220277888117,9.721229449606863,8.860075634792004,0.06930003384115663
central park-midtown center,14,270,513,0.013547103278097947,0.011868046753163828,9.64974982130093,9.238249594813615,0.06930003384115663
central park-midtown center,15,247,483,0.012393090776630344,0.011174008931341383,8.827734095782702,8.698001080497027,0.06930003384115663
central park-midtown center,16,276,435,0.013848150017611234,0.010063548416425469,9.864188706218728,7.833603457590492,0.06930003384115663
central park-midtown center,17,193,428,0.009683670121010755,0.00990160625800023,6.897784131522516,7.707545470916621,0.06930003384115663
central park-midtown center,18,189,359,0.009482972294668563,0.008305319267808605,6.754824874910651,6.464973887988474,0.06930003384115663
central park-midtown center,19,133,270,0.0066732027258778765,0.006246340396402016,4.753395282344532,4.862236628849271,0.06930003384115663
central park-midtown center,20,118,172,0.005920585877094658,0.0039791501784486915,4.2172980700500355,3.097424815415091,0.06930003384115663
central park-midtown center,21,68,152,0.003411863047817261,0.0035164582972337273,2.4303073624017157,2.737259139204034,0.06930003384115663
central park-midtown center,22,55,106,0.002759595112205137,0.00245226697043931,1.9656897784131524,1.9088780839186026,0.06930003384115663
central park-midtown center,23,16,48,0.0008027913053687672,0.001110460514915914,0.5718370264474625,0.864397622906537,0.06930003384115663
penn station/madison sq west-union sq,0,34,94,0.0017059315239086304,0.0021746518417103313,1.2195121951219512,1.5687583444592792,0.05934742257969977
penn station/madison sq west-union sq,1,17,37,0.0008529657619543152,0.0008559799802476836,0.6097560975609756,0.6174899866488652,0.05934742257969977
penn station/madison sq west-union sq,2,5,25,0.0002508722829277398,0.0005783648515187051,0.1793400286944046,0.41722296395193587,0.05934742257969977
penn station/madison sq west-union sq,3,4,12,0.0002006978263421918,0.0002776151287289785,0.1434720229555237,0.20026702269692925,0.05934742257969977
penn station/madison sq west-union sq,4,4,22,0.0002006978263421918,0.0005089610693364606,0.1434720229555237,0.36715620827770357,0.05934742257969977
penn station/madison sq west-union sq,5,63,91,0.0031609907648895205,0.002105248059528087,2.259684361549498,1.5186915887850467,0.05934742257969977
penn station/madison sq west-union sq,6,105,238,0.005268317941482535,0.005506033386458073,3.766140602582496,3.9719626168224296,0.05934742257969977
penn station/madison sq west-union sq,7,188,418,0.009432797838083014,0.00967026031739275,6.743185078909613,6.975967957276369,0.05934742257969977
penn station/madison sq west-union sq,8,319,581,0.016005651650789796,0.013441199149294706,11.441893830703014,9.69626168224299,0.05934742257969977
penn station/madison sq west-union sq,9,339,494,0.017009140782500754,0.011428489466009613,12.159253945480632,8.244325767690254,0.05934742257969977
penn station/madison sq west-union sq,10,220,362,0.011038380448820549,0.00837472304999085,7.890961262553802,6.041388518024032,0.05934742257969977
penn station/madison sq west-union sq,11,182,408,0.009131751098569727,0.009438914376785268,6.5279770444763265,6.809078771695594,0.05934742257969977
penn station/madison sq west-union sq,12,144,362,0.007225121748318904,0.00837472304999085,5.164992826398852,6.041388518024032,0.05934742257969977
penn station/madison sq west-union sq,13,128,299,0.006422330442950138,0.006917243624163713,4.591104734576758,4.989986648865154,0.05934742257969977
penn station/madison sq west-union sq,14,100,286,0.0050174456585547955,0.006616493901373986,3.5868005738880915,4.773030707610147,0.05934742257969977
penn station/madison sq west-union sq,15,102,280,0.005117794571725891,0.006477686337009497,3.6585365853658534,4.672897196261682,0.05934742257969977
penn station/madison sq west-union sq,16,113,279,0.005669713594166919,0.00645455174294875,4.053084648493543,4.656208277703605,0.05934742257969977
penn station/madison sq west-union sq,17,148,311,0.007425819574661097,0.007194858752892691,5.308464849354376,5.190253671562083,0.05934742257969977
penn station/madison sq west-union sq,18,178,340,0.008931053272227535,0.00786576198065439,6.384505021520804,5.674232309746328,0.05934742257969977
penn station/madison sq west-union sq,19,128,243,0.006422330442950138,0.005621706356761813,4.591104734576758,4.0554072096128175,0.05934742257969977
penn station/madison sq west-union sq,20,89,217,0.004465526636113768,0.005020206911182361,3.192252510760402,3.6214953271028034,0.05934742257969977
penn station/madison sq west-union sq,21,69,207,0.0034620375044028084,0.004788860970574879,2.4748923959827835,3.4546061415220293,0.05934742257969977
penn station/madison sq west-union sq,22,54,219,0.002709420655619589,0.005066476099303857,1.9368723098995695,3.6548731642189587,0.05934742257969977
penn station/madison sq west-union sq,23,55,167,0.002759595112205137,0.00386347720814495,1.9727403156384504,2.7870493991989322,0.05934742257969977
upper west side south-lincoln square west,0,23,40,0.0011540125014676027,0.0009253837624299281,0.8276358402302987,0.682244584683609,0.06103093932546535
upper west side south-lincoln square west,1,9,14,0.0004515701092699315,0.00032388431685047487,0.3238575026988125,0.23878560463926318,0.06103093932546535
upper west side south-lincoln square west,2,2,8,0.0001003489131710959,0.00018507675248598563,0.07196833393306945,0.13644891693672181,0.06103093932546535
upper west side south-lincoln square west,3,0,3,0.0,6.940378218224462e-05,0.0,0.051168343851270684,0.06103093932546535
upper west side south-lincoln square west,4,5,3,0.0002508722829277398,6.940378218224462e-05,0.17992083483267363,0.051168343851270684,0.06103093932546535
upper west side south-lincoln square west,5,4,16,0.0002006978263421918,0.00037015350497197127,0.1439366678661389,0.27289783387344363,0.06103093932546535
upper west side south-lincoln square west,6,27,54,0.0013547103278097946,0.0012492680792804032,0.9715725080964376,0.9210301893228723,0.06103093932546535
upper west side south-lincoln square west,7,99,168,0.0049672712019692465,0.003886611802205698,3.5624325296869372,2.865427255671158,0.06103093932546535
upper west side south-lincoln square west,8,105,245,0.005268317941482535,0.005667975544883311,3.7783375314861463,4.178748081187106,0.06103093932546535
upper west side south-lincoln square west,9,118,259,0.005920585877094658,0.0059918598617337854,4.246131702051097,4.417533685826369,0.06103093932546535
upper west side south-lincoln square west,10,142,263,0.007124772835147809,0.006084398237976778,5.109751709247931,4.48575814429473,0.06103093932546535
upper west side south-lincoln square west,11,157,292,0.007877389683931028,0.006755301465738476,5.649514213745952,4.980385468190347,0.06103093932546535
upper west side south-lincoln square west,12,158,365,0.007927564140516576,0.008444126832173096,5.685498380712486,6.225481835237933,0.06103093932546535
upper west side south-lincoln square west,13,182,378,0.009131751098569727,0.008744876554962821,6.54911838790932,6.447211325260106,0.06103093932546535
upper west side south-lincoln square west,14,249,371,0.01249343968980144,0.008582934396537584,8.960057574667147,6.327818522940475,0.06103093932546535
upper west side south-lincoln square west,15,246,436,0.012342916320044797,0.010086683010486217,8.852105073767543,7.436465973051338,0.06103093932546535
upper west side south-lincoln square west,16,185,439,0.00928227446832637,0.010156086792668462,6.657070888808924,7.48763431690261,0.06103093932546535
upper west side south-lincoln square west,17,218,533,0.010938031535649453,0.012330738634378793,7.84454839870457,9.090909090909092,0.06103093932546535
upper west side south-lincoln square west,18,211,529,0.010586810339550617,0.012238200258135802,7.5926592299388265,9.02268463244073,0.06103093932546535
upper west side south-lincoln square west,19,165,371,0.008278785336615411,0.008582934396537584,5.93738754947823,6.327818522940475,0.06103093932546535
upper west side south-lincoln square west,20,145,350,0.0072752962049044525,0.008097107921261872,5.217704210147535,5.96964011598158,0.06103093932546535
upper west side south-lincoln square west,21,168,316,0.008429308706372056,0.007310531723196433,6.045340050377834,5.389732219000512,0.06103093932546535
upper west side south-lincoln square west,22,105,256,0.005268317941482535,0.00592245607955154,3.7783375314861463,4.366365341975098,0.06103093932546535
upper west side south-lincoln square west,23,56,154,0.0028097695687906853,0.0035627274853552234,2.0151133501259446,2.6266416510318953,0.06103093932546535
lincoln square east-times sq/theatre district,0,27,100,0.0013547103278097946,0.0023134594060748204,0.9796806966618287,1.6097875080489377,0.05924140691222664
lincoln square east-times sq/theatre district,1,6,33,0.0003010467395132877,0.0007634416040046908,0.21770682148040638,0.5312298776561494,0.05924140691222664
lincoln square east-times sq/theatre district,2,1,13,5.017445658554795e-05,0.0003007497227897267,0.036284470246734396,0.20927237604636187,0.05924140691222664
lincoln square east-times sq/theatre district,3,2,9,0.0001003489131710959,0.00020821134654673386,0.07256894049346879,0.14488087572440436,0.05924140691222664
lincoln square east-times sq/theatre district,4,3,9,0.00015052336975664385,0.00020821134654673386,0.10885341074020319,0.14488087572440436,0.05924140691222664
lincoln square east-times sq/theatre district,5,9,18,0.0004515701092699315,0.0004164226930934677,0.3265602322206096,0.2897617514488087,0.05924140691222664
lincoln square east-times sq/theatre district,6,27,67,0.0013547103278097946,0.0015500178020701296,0.9796806966618287,1.0785576303927882,0.05924140691222664
lincoln square east-times sq/theatre district,7,89,181,0.004465526636113768,0.004187361524995425,3.2293178519593617,2.9137153895685772,0.05924140691222664
lincoln square east-times sq/theatre district,8,139,310,0.006974249465391165,0.007171724158831943,5.043541364296082,4.990341274951706,0.05924140691222664
lincoln square east-times sq/theatre district,9,113,262,0.005669713594166919,0.00606126364391603,4.100145137880987,4.217643271088217,0.05924140691222664
lincoln square east-times sq/theatre district,10,105,267,0.005268317941482535,0.006176936614219771,3.8098693759071116,4.2981326464906635,0.05924140691222664
lincoln square east-times sq/theatre district,11,147,290,0.0073756451180755495,0.006709032277616979,5.333817126269957,4.668383773341919,0.05924140691222664
lincoln square east-times sq/theatre district,12,159,286,0.007977738597102123,0.006616493901373986,5.769230769230769,4.603992273019961,0.05924140691222664
lincoln square east-times sq/theatre district,13,164,312,0.008228610880029864,0.007217993346953441,5.950653120464441,5.022537025112685,0.05924140691222664
lincoln square east-times sq/theatre district,14,122,288,0.00612128370343685,0.0066627630894954834,4.426705370101597,4.63618802318094,0.05924140691222664
lincoln square east-times sq/theatre district,15,123,368,0.0061714581600223984,0.00851353061435534,4.462989840348331,5.92401802962009,0.05924140691222664
lincoln square east-times sq/theatre district,16,163,361,0.008178436423444315,0.008351588455930103,5.914368650217707,5.811332904056664,0.05924140691222664
lincoln square east-times sq/theatre district,17,220,424,0.011038380448820549,0.00980906788175724,7.982583454281568,6.825499034127495,0.05924140691222664
lincoln square east-times sq/theatre district,18,357,455,0.017912281001040618,0.010526240297640432,12.953555878084181,7.324533161622666,0.05924140691222664
lincoln square east-times sq/theatre district,19,154,393,0.007726866314174385,0.009091895465874045,5.587808417997097,6.326464906632324,0.05924140691222664
lincoln square east-times sq/theatre district,20,133,331,0.0066732027258778765,0.007657550634107656,4.825834542815675,5.328396651641984,0.05924140691222664
lincoln square east-times sq/theatre district,21,169,476,0.008479483162957603,0.011012066772916145,6.132075471698113,7.662588538312942,0.05924140691222664
lincoln square east-times sq/theatre district,22,235,602,0.011790997297603769,0.013927025624570419,8.526850507982584,9.690920798454604,0.05924140691222664
lincoln square east-times sq/theatre district,23,89,357,0.004465526636113768,0.008259050079687108,3.2293178519593617,5.7469414037347075,0.05924140691222664
sutton place/turtle bay north-upper east side south,0,9,40,0.0004515701092699315,0.0009253837624299281,0.3271537622682661,0.6854009595613434,0.06322350474336828
sutton place/turtle bay north-upper east side south,1,3,13,0.00015052336975664385,0.0003007497227897267,0.10905125408942204,0.22275531185743663,0.06322350474336828
sutton place/turtle bay north-upper east side south,2,2,9,0.0001003489131710959,0.00020821134654673386,0.07270083605961468,0.15421521590130224,0.06322350474336828
sutton place/turtle bay north-upper east side south,3,2,7,0.0001003489131710959,0.00016194215842523744,0.07270083605961468,0.11994516792323509,0.06322350474336828
sutton place/turtle bay north-upper east side south,4,3,14,0.00015052336975664385,0.00032388431685047487,0.10905125408942204,0.23989033584647018,0.06322350474336828
sutton place/turtle bay north-upper east side south,5,4,16,0.0002006978263421918,0.00037015350497197127,0.14540167211922936,0.2741603838245374,0.06322350474336828
sutton place/turtle bay north-upper east side south,6,18,59,0.000903140218539863,0.0013649410495841442,0.6543075245365322,1.0109664153529814,0.06322350474336828
sutton place/turtle bay north-upper east side south,7,103,231,0.005167969028311439,0.005344091228032836,3.744093057070156,3.9581905414667578,0.06322350474336828
sutton place/turtle bay north-upper east side south,8,163,413,0.008178436423444315,0.00955458734708901,5.925118138858597,7.07676490747087,0.06322350474336828
sutton place/turtle bay north-upper east side south,9,193,359,0.009683670121010755,0.008305319267808605,7.015630679752817,6.151473612063056,0.06322350474336828
sutton place/turtle bay north-upper east side south,10,228,435,0.011439776101504933,0.010063548416425469,8.287895310796074,7.45373543522961,0.06322350474336828
sutton place/turtle bay north-upper east side south,11,222,434,0.011138729361991645,0.010040413822364721,8.069792802617231,7.436600411240575,0.06322350474336828
sutton place/turtle bay north-upper east side south,12,235,436,0.011790997297603769,0.010086683010486217,8.542348237004726,7.470870459218642,0.06322350474336828
sutton place/turtle bay north-upper east side south,13,204,415,0.010235589143451782,0.009600856535210506,7.415485278080698,7.111034955448938,0.06322350474336828
sutton place/turtle bay north-upper east side south,14,198,377,0.009934542403938493,0.008721741960902073,7.197382769901854,6.459904043865661,0.06322350474336828
sutton place/turtle bay north-upper east side south,15,131,377,0.006572853812706781,0.008721741960902073,4.761904761904762,6.459904043865661,0.06322350474336828
sutton place/turtle bay north-upper east side south,16,129,319,0.006472504899535686,0.007379935505378678,4.689203925845147,5.466072652501714,0.06322350474336828
sutton place/turtle bay north-upper east side south,17,216,410,0.010837682622478357,0.009485183564906765,7.851690294438386,7.025359835503769,0.06322350474336828
sutton place/turtle bay north-upper east side south,18,242,456,0.012142218493702605,0.010549374891701182,8.796801163213377,7.813570938999314,0.06322350474336828
sutton place/turtle bay north-upper east side south,19,160,302,0.008027913053687673,0.006986647406345957,5.8160668847691745,5.174777244688142,0.06322350474336828
sutton place/turtle bay north-upper east side south,20,96,255,0.004816747832212603,0.0058993214854907924,3.4896401308615053,4.369431117203564,0.06322350474336828
sutton place/turtle bay north-upper east side south,21,100,210,0.0050174456585547955,0.004858264752757123,3.635041802980734,3.598355037697053,0.06322350474336828
sutton place/turtle bay north-upper east side south,22,61,165,0.003060641851718425,0.003817208020023454,2.2173754998182478,2.8272789581905418,0.06322350474336828
sutton place/turtle bay north-upper east side south,23,29,84,0.0014550592409808907,0.001943305901102849,1.054162122864413,1.439342015078821,0.06322350474336828
midtown north-lincoln square east,0,30,57,0.0015052336975664386,0.0013186718614626477,1.1017260374586852,0.9892398472752516,0.06636895546862362
midtown north-lincoln square east,1,15,30,0.0007526168487832193,0.0006940378218224461,0.5508630187293426,0.5206525511975009,0.06636895546862362
midtown north-lincoln square east,2,7,11,0.00035122119609883566,0.0002544805346682303,0.2570694087403599,0.19090593543908366,0.06636895546862362
midtown north-lincoln square east,3,3,6,0.00015052336975664385,0.00013880756436448924,0.11017260374586854,0.10413051023950018,0.06636895546862362
midtown north-lincoln square east,4,4,10,0.0002006978263421918,0.00023134594060748203,0.14689680499449137,0.17355085039916696,0.06636895546862362
midtown north-lincoln square east,5,4,9,0.0002006978263421918,0.00020821134654673386,0.14689680499449137,0.15619576535925028,0.06636895546862362
midtown north-lincoln square east,6,22,38,0.0011038380448820549,0.0008791145743084318,0.8079324274697026,0.6594932315168344,0.06636895546862362
midtown north-lincoln square east,7,38,83,0.001906629350250822,0.001920171307042101,1.3955196474476679,1.4404720583130857,0.06636895546862362
midtown north-lincoln square east,8,81,132,0.004064130983429384,0.003053766416018763,2.9746603011384503,2.2908712252690036,0.06636895546862362
midtown north-lincoln square east,9,93,205,0.00466622446245596,0.0047425917824533825,3.4153507161219245,3.557792433182923,0.06636895546862362
midtown north-lincoln square east,10,111,212,0.0055693646809958225,0.00490453394087862,4.0763863385971355,3.679278028462339,0.06636895546862362
midtown north-lincoln square east,11,100,265,0.0050174456585547955,0.006130667426098274,3.6724201248622843,4.599097535577925,0.06636895546862362
midtown north-lincoln square east,12,122,278,0.00612128370343685,0.006431417148888002,4.480352552331987,4.824713641096841,0.06636895546862362
midtown north-lincoln square east,13,147,306,0.0073756451180755495,0.007079185782588951,5.3984575835475574,5.310656022214509,0.06636895546862362
midtown north-lincoln square east,14,155,352,0.007777040770759932,0.008143377109383369,5.69225119353654,6.108989934050677,0.06636895546862362
midtown north-lincoln square east,15,198,419,0.009934542403938493,0.009693394911453497,7.2713918472273225,7.271780631725096,0.06636895546862362
midtown north-lincoln square east,16,204,433,0.010235589143451782,0.010017279228303973,7.491737054719059,7.5147518222839285,0.06636895546862362
midtown north-lincoln square east,17,269,538,0.0134969288215124,0.012446411604682536,9.878810135879544,9.337035751475183,0.06636895546862362
midtown north-lincoln square east,18,313,655,0.01570460491127651,0.015153159109790074,11.49467499081895,11.367580701145435,0.06636895546862362
midtown north-lincoln square east,19,272,452,0.013647452191269043,0.010456836515458189,9.988982739625413,7.844498438042347,0.06636895546862362
midtown north-lincoln square east,20,144,368,0.007225121748318904,0.00851353061435534,5.2882849798016895,6.386671294689345,0.06636895546862362
midtown north-lincoln square east,21,171,367,0.0085798320761287,0.008490396020294591,6.279838413514506,6.369316209649427,0.06636895546862362
midtown north-lincoln square east,22,134,332,0.006723377182463426,0.007680685228168404,4.9210429673154605,5.761888233252343,0.06636895546862362
midtown north-lincoln square east,23,86,204,0.004315003266357123,0.004719457188392634,3.1582813073815643,3.540437348143006,0.06636895546862362
upper west side south-upper east side south,0,7,31,0.00035122119609883566,0.0007171724158831944,0.25858884373845586,0.5190890823844608,0.062403641572257765
upper west side south-upper east side south,1,0,8,0.0,0.00018507675248598563,0.0,0.13395847287340923,0.062403641572257765
upper west side south-upper east side south,2,0,6,0.0,0.00013880756436448924,0.0,0.10046885465505692,0.062403641572257765
upper west side south-upper east side south,3,0,1,0.0,2.3134594060748204e-05,0.0,0.016744809109176154,0.062403641572257765
upper west side south-upper east side south,4,1,7,5.017445658554795e-05,0.00016194215842523744,0.03694126339120798,0.11721366376423309,0.062403641572257765
upper west side south-upper east side south,5,12,17,0.0006020934790265754,0.0003932880990327195,0.4432951606944958,0.2846617548559946,0.062403641572257765
upper west side south-upper east side south,6,13,64,0.0006522679356121234,0.001480614019887885,0.4802364240857037,1.0716677829872738,0.062403641572257765
upper west side south-upper east side south,7,119,198,0.005970760333680206,0.004580649624028144,4.396010343553749,3.3154722036168787,0.062403641572257765
upper west side south-upper east side south,8,151,366,0.00757634294441774,0.008467261426233844,5.578130772072405,6.128600133958473,0.062403641572257765
upper west side south-upper east side south,9,197,400,0.009884367947352946,0.009253837624299282,7.277428888067972,6.697923643670463,0.062403641572257765
upper west side south-upper east side south,10,193,381,0.009683670121010755,0.008814280337145066,7.12966383450314,6.379772270596115,0.062403641572257765
upper west side south-upper east side south,11,203,415,0.010185414686866234,0.009600856535210506,7.499076468415219,6.949095780308104,0.062403641572257765
upper west side south-upper east side south,12,225,430,0.01128925273174829,0.009947875446121728,8.311784263021796,7.200267916945746,0.062403641572257765
upper west side south-upper east side south,13,201,404,0.010085065773695138,0.009346376000542275,7.425193941632805,6.764902880107167,0.062403641572257765
upper west side south-upper east side south,14,214,442,0.010737333709307262,0.010225490574850707,7.905430365718508,7.4012056262558605,0.062403641572257765
upper west side south-upper east side south,15,195,446,0.00978401903418185,0.010318028951093699,7.203546361285556,7.468184862692566,0.062403641572257765
upper west side south-upper east side south,16,156,410,0.007827215227345481,0.009485183564906765,5.762837089028445,6.865371734762224,0.062403641572257765
upper west side south-upper east side south,17,189,430,0.009482972294668563,0.009947875446121728,6.981898780938309,7.200267916945746,0.062403641572257765
upper west side south-upper east side south,18,195,406,0.00978401903418185,0.00939264518866377,7.203546361285556,6.798392498325518,0.062403641572257765
upper west side south-upper east side south,19,131,276,0.006572853812706781,0.006385147960766504,4.839305504248245,4.621567314132618,0.062403641572257765
upper west side south-upper east side south,20,93,244,0.00466622446245596,0.005644840950822562,3.4355374953823423,4.085733422638982,0.062403641572257765
upper west side south-upper east side south,21,106,284,0.005318492398068083,0.006570224713252491,3.9157739194680454,4.755525787006029,0.062403641572257765
upper west side south-upper east side south,22,76,220,0.003813258700501644,0.005089610693364605,2.8075360177318065,3.6838580040187545,0.062403641572257765
upper west side south-upper east side south,23,30,86,0.0015052336975664386,0.0019895750892243457,1.1082379017362394,1.4400535833891492,0.062403641572257765
yorkville west-upper east side south,0,20,51,0.0010034891317109592,0.0011798642970981584,0.7393715341959335,0.877343884397041,0.0589366748568207
yorkville west-upper east side south,1,4,28,0.0002006978263421918,0.0006477686337009497,0.14787430683918668,0.4816789953552382,0.0589366748568207
yorkville west-upper east side south,2,4,22,0.0002006978263421918,0.0005089610693364606,0.14787430683918668,0.3784620677791158,0.0589366748568207
yorkville west-upper east side south,3,1,9,5.017445658554795e-05,0.00020821134654673386,0.03696857670979667,0.15482539136418372,0.0589366748568207
yorkville west-upper east side south,4,4,10,0.0002006978263421918,0.00023134594060748203,0.14787430683918668,0.1720282126268708,0.0589366748568207
yorkville west-upper east side south,5,14,30,0.0007024423921976713,0.0006940378218224461,0.5175600739371534,0.5160846378806124,0.0589366748568207
yorkville west-upper east side south,6,55,82,0.002759595112205137,0.001897036712981353,2.033271719038817,1.4106313435403406,0.0589366748568207
yorkville west-upper east side south,7,113,232,0.005669713594166919,0.005367225822093583,4.177449168207024,3.991054532943403,0.0589366748568207
yorkville west-upper east side south,8,137,319,0.006873900552220069,0.007379935505378678,5.064695009242144,5.487699982797178,0.0589366748568207
yorkville west-upper east side south,9,154,380,0.007726866314174385,0.008791145743084318,5.693160813308688,6.53707207982109,0.0589366748568207
yorkville west-upper east side south,10,169,387,0.008479483162957603,0.008953087901509555,6.247689463955638,6.6574918286599,0.0589366748568207
yorkville west-upper east side south,11,188,402,0.009432797838083014,0.009300106812420779,6.950092421441774,6.915534147600207,0.0589366748568207
yorkville west-upper east side south,12,184,375,0.009232100011740822,0.008675472772780577,6.802218114602587,6.451057973507655,0.0589366748568207
yorkville west-upper east side south,13,158,343,0.007927564140516576,0.007935165762836635,5.8410351201478745,5.900567693101669,0.0589366748568207
yorkville west-upper east side south,14,187,393,0.009382623381497467,0.009091895465874045,6.913123844731977,6.760708756236022,0.0589366748568207
yorkville west-upper east side south,15,192,381,0.009633495664425206,0.008814280337145066,7.09796672828096,6.554274901083777,0.0589366748568207
yorkville west-upper east side south,16,148,351,0.007425819574661097,0.00812024251532262,5.4713493530499075,6.038190263203165,0.0589366748568207
yorkville west-upper east side south,17,219,423,0.010988205992235002,0.009785933287696492,8.096118299445472,7.276793394116635,0.0589366748568207
yorkville west-upper east side south,18,211,450,0.010586810339550617,0.010410567327336693,7.800369685767097,7.741269568209185,0.0589366748568207
yorkville west-upper east side south,19,181,325,0.009081576641984179,0.007518743069743167,6.691312384473198,5.590916910373301,0.0589366748568207
yorkville west-upper east side south,20,121,276,0.006071109246851302,0.006385147960766504,4.473197781885398,4.747978668501634,0.0589366748568207
yorkville west-upper east side south,21,124,248,0.006221632616607946,0.005737379327065555,4.584103512014788,4.2662996731463965,0.0589366748568207
yorkville west-upper east side south,22,75,192,0.0037630842439160964,0.004441842059663656,2.7726432532347505,3.30294168243592,0.0589366748568207
yorkville west-upper east side south,23,42,104,0.002107327176593014,0.0024059977823178134,1.5526802218114601,1.7890934113194565,0.0589366748568207
times sq/theatre district-midtown center,0,40,68,0.0020069782634219184,0.001573152396130878,1.4853323431117713,1.2292118582791034,0.05595543895571362
times sq/theatre district-midtown center,1,25,37,0.0012543614146386989,0.0008559799802476836,0.928332714444857,0.6688358640636297,0.05595543895571362
times sq/theatre district-midtown center,2,10,16,0.0005017445658554796,0.00037015350497197127,0.37133308577794283,0.28922631959508316,0.05595543895571362
times sq/theatre district-midtown center,3,6,15,0.0003010467395132877,0.00034701891091122307,0.22279985146676567,0.27114967462039047,0.05595543895571362
times sq/theatre district-midtown center,4,5,18,0.0002508722829277398,0.0004164226930934677,0.18566654288897141,0.32537960954446854,0.05595543895571362
times sq/theatre district-midtown center,5,15,29,0.0007526168487832193,0.0006709032277616979,0.5569996286669142,0.5242227042660882,0.05595543895571362
times sq/theatre district-midtown center,6,28,64,0.0014048847843953426,0.001480614019887885,1.0397326401782399,1.1569052783803326,0.05595543895571362
times sq/theatre district-midtown center,7,90,171,0.004515701092699316,0.003956015584387943,3.3419977720014855,3.091106290672451,0.05595543895571362
