od,hora_do_dia,dia_da_semana,n_viagens
un/turtle bay south-financial district north,18,0,41
briarwood/jamaica hills-central harlem north,11,0,2
morrisania/melrose-murray hill,5,0,1
flatiron-jfk airport,9,0,22
seaport-manhattan valley,15,0,3
upper east side south-kips bay,17,0,83
kips bay-starrett city,9,0,3
co-op city-sutton place/turtle bay north,7,0,1
east harlem south-saint albans,3,0,1
crown heights south-brownsville,7,0,1
clinton east-jfk airport,23,0,21
world trade center-yorkville west,14,0,7
upper east side south-lincoln square west,0,0,35
mott haven/port morris-laguardia airport,16,0,1
lenox hill east-clinton east,3,0,1
battery park city-meatpacking/west village west,8,0,45
union sq-stuyvesant heights,13,0,1
astoria-norwood,9,0,2
lenox hill west-woodside,22,0,3
two bridges/seward park-downtown brooklyn/metrotech,20,0,2
co-op city-claremont/bathgate,19,0,1
brooklyn heights-midtown south,10,0,1
penn station/madison sq west-washington heights north,23,0,17
greenpoint-sutton place/turtle bay north,21,0,1
midtown south-central harlem,11,0,6
hudson sq-alphabet city,14,0,1
brownsville-soundview/bruckner,11,0,1
kips bay-penn station/madison sq west,14,0,115
greenwich village south-east chelsea,5,0,7
long island city/queens plaza-roosevelt island,14,0,1
ocean parkway south-midwood,5,0,1
laguardia airport-lincoln square west,4,0,1
van cortlandt village-east chelsea,11,0,1
downtown brooklyn/metrotech-bedford,16,0,6
ocean parkway south-stuy town/peter cooper village,12,0,1
prospect heights-jfk airport,5,0,1
erasmus-elmhurst,9,0,1
midtown center-ozone park,6,0,1
west chelsea/hudson yards-world trade center,7,0,2
downtown brooklyn/metrotech-stuy town/peter cooper village,12,0,2
central park-lincoln square east,22,0,148
carroll gardens-laguardia airport,7,0,3
laguardia airport-middle village,23,0,21
battery park city-laguardia airport,7,0,30
east flatbush/remsen village-south ozone park,9,0,1
upper east side north-east harlem south,5,0,36
garment district-un/turtle bay south,21,0,89
seaport-soundview/castle hill,12,0,1
bronxdale-flushing,10,0,1
clinton east-hudson sq,2,0,6
two bridges/seward park-midtown south,7,0,6
clinton west-central harlem,11,0,4
steinway-upper west side south,10,0,2
lenox hill west-seaport,1,0,1
flatiron-brooklyn heights,7,0,2
flatiron-bedford,14,0,1
co-op city-sunnyside,22,0,1
meatpacking/west village west-midtown center,21,0,41
battery park-tribeca/civic center,9,0,1
jfk airport-laguardia airport,22,0,45
laguardia airport-queensbridge/ravenswood,11,0,5
inwood-east harlem south,8,0,2
long island city/queens plaza-penn station/madison sq west,16,0,1
garment district-jackson heights,13,0,1
laguardia airport-west chelsea/hudson yards,22,0,42
carroll gardens-east chelsea,20,0,1
upper west side south-tribeca/civic center,18,0,51
central harlem-mott haven/port morris,17,0,3
financial district south-fort greene,20,0,6
clinton east-manhattan valley,4,0,10
washington heights south-bloomingdale,13,0,1
carroll gardens-prospect-lefferts gardens,8,0,1
clinton west-central harlem,15,0,5
financial district south-west village,19,0,22
midtown center-stuy town/peter cooper village,1,0,6
brooklyn heights-battery park city,10,0,1
jfk airport-prospect park,6,0,1
laguardia airport-south williamsburg,1,0,1
hudson sq-morningside heights,14,0,1
yorkville west-east chelsea,19,0,29
south ozone park-park slope,17,0,1
long island city/queens plaza-upper east side south,7,0,1
upper east side north-midtown east,20,0,227
borough park-borough park,2,0,1
jfk airport-co-op city,11,0,15
gramercy-flatlands,10,0,1
springfield gardens south-lincoln square west,7,0,2
clinton west-brooklyn heights,20,0,2
hudson sq-tribeca/civic center,1,0,25
flatiron-fort greene,0,0,1
crown heights north-downtown brooklyn/metrotech,7,0,5
little italy/nolita-williamsburg (south side),1,0,15
sunset park east-crown heights south,19,0,1
sunset park east-flatlands,15,0,1
seaport-hamilton heights,21,0,3
bensonhurst west-east harlem south,5,0,1
midtown center-sunset park west,12,0,1
murray hill-queens-lower east side,8,0,2
penn station/madison sq west-washington heights south,0,0,12
co-op city-williamsbridge/olinville,6,0,6
west chelsea/hudson yards-mott haven/port morris,13,0,1
laguardia airport-university heights/morris heights,20,0,3
laguardia airport-williamsburg (south side),7,0,4
soho-two bridges/seward park,12,0,15
upper east side south-east chelsea,22,0,95
financial district south-bushwick north,14,0,1
washington heights south-hamilton heights,19,0,17
east elmhurst-south williamsburg,20,0,1
sunnyside-sunset park east,8,0,2
upper west side north-manhattanville,22,0,32
park slope-canarsie,21,0,1
tribeca/civic center-canarsie,7,0,1
yorkville west-kips bay,4,0,6
bay ridge-borough park,8,0,2
clinton west-midtown center,16,0,64
laguardia airport-manhattan beach,20,0,1
lincoln square west-park slope,16,0,1
financial district north-east village,0,0,26
tribeca/civic center-newark airport,13,0,26
yorkville east-greenwich village north,9,0,35
battery park city-murray hill,6,0,9
west chelsea/hudson yards-riverdale/north riverdale/fieldston,11,0,1
yorkville west-midtown south,7,0,35
canarsie-flatbush/ditmas park,10,0,2
little italy/nolita-battery park city,0,0,20
west chelsea/hudson yards-murray hill,0,0,35
east flatbush/farragut-brownsville,9,0,1
lower east side-sutton place/turtle bay north,5,0,5
south jamaica-south jamaica,16,0,3
garment district-midtown center,18,0,217
canarsie-saint albans,15,0,2
chinatown-financial district south,21,0,10
midtown east-garment district,16,0,206
east williamsburg-crown heights north,21,0,1
central harlem north-astoria,0,0,1
mott haven/port morris-east harlem south,21,0,2
queens village-east chelsea,9,0,1
east flatbush/remsen village-two bridges/seward park,13,0,1
penn station/madison sq west-seaport,7,0,21
south jamaica-upper east side south,9,0,1
east harlem south-east chelsea,7,0,29
financial district north-east williamsburg,1,0,3
flatbush/ditmas park-east tremont,12,0,1
midtown east-williamsburg (north side),19,0,20
prospect-lefferts gardens-washington heights south,8,0,1
east harlem north-randalls island,13,0,6
saint albans-crown heights north,4,0,2
yorkville west-long island city/hunters point,17,0,3
sheepshead bay-flatbush/ditmas park,19,0,1
manhattan valley-upper west side south,11,0,269
clinton west-columbia street,18,0,1
soundview/bruckner-rego park,7,0,1
forest hills-jfk airport,12,0,4
murray hill-van cortlandt village,17,0,2
west village-highbridge park,18,0,2
carroll gardens-murray hill,12,0,1
co-op city-west chelsea/hudson yards,10,0,1
midtown east-sheepshead bay,14,0,1
bloomingdale-lenox hill west,1,0,1
alphabet city-lincoln square east,14,0,2
chinatown-clinton west,15,0,2
gramercy-bedford,1,0,4
astoria-east flatbush/remsen village,9,0,1
midtown center-little italy/nolita,17,0,190
williamsbridge/olinville-times sq/theatre district,7,0,2
flatiron-east harlem south,5,0,1
woodside-downtown brooklyn/metrotech,19,0,1
chinatown-world trade center,15,0,16
gravesend-sunset park west,2,0,1
soho-financial district north,18,0,32
soundview/bruckner-inwood,7,0,1
woodside-east elmhurst,21,0,1
morningside heights-kips bay,10,0,6
flatiron-woodside,4,0,2
clinton hill-ocean hill,15,0,3
east village-bloomingdale,17,0,2
world trade center-lower east side,13,0,22
van cortlandt village-corona,14,0,1
east chelsea-seaport,0,0,19
greenwich village south-yorkville east,23,0,60
tribeca/civic center-williamsburg (south side),21,0,14
world trade center-seaport,11,0,5
parkchester-financial district north,7,0,3
spuyten duyvil/kingsbridge-washington heights north,21,0,1
east elmhurst-parkchester,6,0,1
morningside heights-penn station/madison sq west,12,0,24
corona-fresh meadows,12,0,2
lincoln square east-kips bay,19,0,35
downtown brooklyn/metrotech-hudson sq,16,0,2
clinton west-meatpacking/west village west,23,0,24
morningside heights-greenwich village north,23,0,1
williamsburg (south side)-carroll gardens,22,0,2
seaport-alphabet city,11,0,4
tribeca/civic center-roosevelt island,15,0,1
world trade center-cobble hill,0,0,1
manhattan valley-upper east side north,16,0,112
union sq-flatbush/ditmas park,18,0,4
jfk airport-red hook,19,0,13
sheepshead bay-bay ridge,7,0,1
marine park/floyd bennett field-flatlands,1,0,1
west chelsea/hudson yards-west village,19,0,223
saint albans-lower east side,15,0,1
morrisania/melrose-melrose south,8,0,1
greenwich village south-long island city/hunters point,1,0,11
meatpacking/west village west-lenox hill west,21,0,31
longwood-lower east side,22,0,1
murray hill-kew gardens,23,0,3
lenox hill west-un/turtle bay south,0,0,36
forest hills-forest hills,13,0,3
greenwich village north-downtown brooklyn/metrotech,15,0,2
east elmhurst-williamsburg (north side),21,0,10
long island city/queens plaza-east harlem south,7,0,2
greenwich village south-east williamsburg,3,0,1
elmhurst-midtown center,8,0,1
yorkville east-tribeca/civic center,8,0,48
times sq/theatre district-parkchester,12,0,1
east harlem south-financial district south,4,0,1
seaport-fort greene,16,0,1
long island city/hunters point-baisley park,8,0,1
fort greene-crown heights north,3,0,2
east chelsea-cambria heights,11,0,1
battery park city-park slope,10,0,1
baisley park-sutton place/turtle bay north,14,0,1
two bridges/seward park-williamsburg (north side),23,0,14
crotona park east-parkchester,10,0,1
crown heights north-greenpoint,9,0,1
jfk airport-south jamaica,21,0,50
world trade center-financial district north,21,0,37
battery park city-old astoria,22,0,1
battery park-times sq/theatre district,8,0,3
upper east side north-little italy/nolita,12,0,43
lower east side-south williamsburg,12,0,1
west village-steinway,20,0,3
washington heights north-midtown center,0,0,1
astoria-central harlem,22,0,2
union sq-madison,16,0,1
midtown north-sunnyside,0,0,6
lenox hill east-bay ridge,13,0,2
lenox hill east-soho,22,0,3
clinton west-crown heights north,22,0,1
oakland gardens-yorkville west,8,0,1
meatpacking/west village west-kips bay,7,0,5
jamaica-upper west side south,22,0,1
kips bay-astoria,14,0,7
lower east side-coney island,18,0,1
west village-prospect park,2,0,1
long island city/hunters point-rego park,14,0,1
yorkville west-upper west side north,19,0,167
central harlem-upper west side north,10,0,33
manhattan beach-jackson heights,7,0,1
laguardia airport-elmhurst/maspeth,19,0,14
garment district-flatiron,11,0,77
east new york-financial district north,14,0,1
fort greene-murray hill,16,0,4
east chelsea-van cortlandt village,12,0,1
penn station/madison sq west-old astoria,17,0,4
financial district north-soho,13,0,23
times sq/theatre district-lenox hill west,23,0,207
tribeca/civic center-west village,4,0,7
lenox hill east-meatpacking/west village west,22,0,11
gramercy-yorkville east,9,0,21
clinton west-sutton place/turtle bay north,7,0,14
garment district-gramercy,18,0,70
midtown center-parkchester,12,0,1
two bridges/seward park-brownsville,0,0,1
lower east side-midtown north,23,0,30
springfield gardens north-saint albans,12,0,2
stuy town/peter cooper village-tribeca/civic center,20,0,7
midtown north-little italy/nolita,17,0,63
world trade center-east village,11,0,18
upper west side north-university heights/morris heights,13,0,1
clinton hill-corona,7,0,1
flushing-chinatown,11,0,1
east chelsea-upper east side north,19,0,110
greenwich village south-battery park city,22,0,80
long island city/queens plaza-lenox hill west,10,0,1
inwood-manhattanville,17,0,1
forest hills-bedford,12,0,1
yorkville east-lenox hill east,3,0,10
east chelsea-long island city/queens plaza,22,0,4
prospect-lefferts gardens-rockaway park,11,0,1
garment district-upper west side north,7,0,29
world trade center-kensington,14,0,1
sutton place/turtle bay north-meatpacking/west village west,12,0,22
garment district-little italy/nolita,10,0,15
dumbo/vinegar hill-east flatbush/remsen village,23,0,1
greenwich village south-upper west side north,3,0,13
kips bay-flatbush/ditmas park,21,0,1
two bridges/seward park-times sq/theatre district,20,0,8
battery park-fort greene,14,0,1
midtown center-kensington,20,0,2
greenwich village south-springfield gardens north,20,0,1
east new york-canarsie,14,0,1
cobble hill-west village,13,0,1
yorkville west-washington heights south,18,0,15
jfk airport-kensington,16,0,14
ocean hill-lenox hill east,10,0,2
upper east side north-fort greene,21,0,1
park slope-far rockaway,12,0,1
penn station/madison sq west-gowanus,9,0,1
hudson sq-upper east side south,9,0,14
prospect-lefferts gardens-sunset park west,13,0,2
upper east side south-east concourse/concourse village,12,0,1
upper east side south-lenox hill west,4,0,9
east williamsburg-clinton west,4,0,1
steinway-forest hills,11,0,1
lenox hill east-bay ridge,23,0,1
yorkville west-parkchester,16,0,1
parkchester-melrose south,9,0,1
central harlem-east chelsea,9,0,12
lower east side-battery park city,3,0,4
washington heights south-east village,22,0,1
lenox hill east-jamaica estates,11,0,1
jackson heights-garment district,7,0,1
upper west side north-astoria,15,0,1
midtown east-long island city/queens plaza,21,0,10
midtown east-university heights/morris heights,7,0,1
financial district south-yorkville east,5,0,1
central park-garment district,18,0,54
financial district north-tribeca/civic center,6,0,19
crown heights north-east flatbush/remsen village,9,0,1
williamsburg (north side)-east village,16,0,3
financial district south-astoria,19,0,2
battery park city-tribeca/civic center,5,0,8
lenox hill east-west village,13,0,27
east new york-far rockaway,16,0,1
springfield gardens north-washington heights south,6,0,5
west village-bay ridge,3,0,1
murray hill-brooklyn heights,18,0,20
lenox hill west-yorkville west,11,0,268
little italy/nolita-williamsburg (north side),17,0,14
un/turtle bay south-greenwich village north,5,0,4
flatlands-crown heights north,22,0,1
south williamsburg-south williamsburg,13,0,1
lower east side-co-op city,22,0,1
union sq-battery park,7,0,1
midtown center-bedford,1,0,1
kips bay-seaport,14,0,15
midtown south-greenwich village south,3,0,3
crown heights north-crown heights south,21,0,1
east elmhurst-garment district,16,0,24
lenox hill east-financial district north,11,0,22
astoria-jfk airport,12,0,4
chinatown-central harlem north,20,0,1
crown heights north-laguardia airport,4,0,2
soundview/castle hill-lincoln square east,6,0,1
garment district-bronxdale,12,0,2
laguardia airport-woodlawn/wakefield,16,0,3
kew gardens-richmond hill,21,0,2
manhattan valley-upper east side north,19,0,100
long island city/hunters point-greenpoint,16,0,8
financial district south-dumbo/vinegar hill,16,0,8
greenwich village north-clinton hill,15,0,3
laguardia airport-west concourse,14,0,4
lenox hill east-park slope,10,0,3
times sq/theatre district-gowanus,18,0,4
midtown south-clinton hill,7,0,1
central harlem north-queens village,4,0,1
lincoln square west-park slope,21,0,1
lower east side-west chelsea/hudson yards,13,0,19
central harlem-central harlem north,1,0,9
upper west side north-east village,10,0,13
flushing meadows-corona park-financial district north,6,0,1
seaport-central park,6,0,1
park slope-hammels/arverne,13,0,2
borough park-east new york,0,0,1
greenpoint-lower east side,21,0,3
central harlem-schuylerville/edgewater park,17,0,1
midtown east-east chelsea,21,0,177
upper east side north-yorkville east,0,0,41
jfk airport-marine park/floyd bennett field,2,0,5
south ozone park-erasmus,9,0,1
laguardia airport-bellerose,23,0,2
lenox hill west-upper east side south,9,0,504
midtown south-un/turtle bay south,4,0,11
madison-park slope,8,0,1
central harlem north-soho,13,0,1
battery park-sutton place/turtle bay north,15,0,1
meatpacking/west village west-prospect heights,17,0,1
midtown north-greenpoint,17,0,9
upper east side north-astoria,0,0,2
upper east side south-tribeca/civic center,11,0,86
williamsburg (south side)-two bridges/seward park,22,0,5
crown heights north-boerum hill,11,0,1
lower east side-claremont/bathgate,20,0,1
lower east side-hamilton heights,11,0,1
norwood-times sq/theatre district,2,0,1
flatbush/ditmas park-erasmus,14,0,2
upper east side north-madison,12,0,1
cobble hill-brooklyn heights,5,0,3
midtown center-fort greene,8,0,2
penn station/madison sq west-meatpacking/west village west,18,0,115
prospect-lefferts gardens-canarsie,20,0,2
yorkville west-fresh meadows,12,0,1
penn station/madison sq west-greenwich village south,2,0,7
lenox hill west-manhattan valley,6,0,3
murray hill-east harlem north,23,0,27
corona-queensboro hill,13,0,1
clinton west-parkchester,16,0,1
gramercy-boerum hill,20,0,5
lenox hill east-financial district north,23,0,13
midtown north-stuy town/peter cooper village,2,0,1
midtown north-tribeca/civic center,3,0,1
midtown north-west village,8,0,27
long island city/hunters point-glendale,22,0,1
flushing meadows-corona park-east harlem north,3,0,1
east harlem south-south ozone park,17,0,1
yorkville east-cobble hill,16,0,1
garment district-riverdale/north riverdale/fieldston,9,0,1
dyker heights-windsor terrace,7,0,1
east williamsburg-clinton hill,4,0,1
midtown center-fort greene,14,0,5
un/turtle bay south-stuy town/peter cooper village,9,0,9
financial district south-world trade center,14,0,19
midtown north-hudson sq,11,0,21
midtown south-east harlem south,11,0,17
upper west side north-central harlem north,16,0,25
lenox hill east-dyker heights,23,0,1
lincoln square east-east harlem north,15,0,21
midtown east-penn station/madison sq west,0,0,47
springfield gardens north-murray hill-queens,14,0,1
soundview/castle hill-bloomingdale,8,0,1
lincoln square east-bushwick north,20,0,1
upper west side south-queensboro hill,20,0,1
central harlem north-lincoln square east,14,0,3
park slope-clinton east,15,0,1
un/turtle bay south-south williamsburg,19,0,1
lincoln square east-soho,12,0,20
upper west side south-lenox hill east,1,0,5
lower east side-kew gardens,21,0,2
steinway-long island city/hunters point,16,0,1
forest hills-cypress hills,12,0,1
murray hill-prospect heights,2,0,1
times sq/theatre district-bedford park,4,0,1
steinway-bay ridge,9,0,1
penn station/madison sq west-steinway,10,0,2
ocean hill-brownsville,11,0,4
midtown north-elmhurst,22,0,2
midtown south-mott haven/port morris,16,0,1
east elmhurst-elmhurst/maspeth,11,0,4
midtown east-jfk airport,12,0,104
east williamsburg-washington heights north,3,0,1
greenwich village south-jfk airport,13,0,6
canarsie-melrose south,4,0,2
garment district-murray hill,3,0,5
east williamsburg-world trade center,2,0,1
jfk airport-bedford park,12,0,3
central park-garment district,11,0,54
sunset park west-dyker heights,19,0,1
jfk airport-washington heights south,3,0,2
little italy/nolita-lenox hill east,8,0,10
little italy/nolita-old astoria,22,0,2
bedford-upper east side north,5,0,1
battery park-brooklyn heights,19,0,1
lenox hill east-kensington,23,0,1
clinton east-east flatbush/farragut,18,0,1
lincoln square west-woodlawn/wakefield,8,0,3
lenox hill east-crown heights north,7,0,2
west village-two bridges/seward park,10,0,7
midtown east-hamilton heights,23,0,8
lower east side-union sq,21,0,79
east harlem south-old astoria,20,0,1
midtown east-westchester village/unionport,7,0,1
flatiron-midtown north,9,0,53
jfk airport-claremont/bathgate,20,0,2
world trade center-newark airport,3,0,1
kips bay-mott haven/port morris,11,0,1
prospect-lefferts gardens-times sq/theatre district,17,0,1
clinton east-midtown east,7,0,137
long island city/hunters point-lincoln square east,19,0,2
bloomingdale-stuy town/peter cooper village,16,0,2
flatlands-bushwick south,19,0,1
gramercy-upper west side south,5,0,2
flatiron-greenwich village north,13,0,86
midtown south-tribeca/civic center,3,0,10
battery park-dumbo/vinegar hill,13,0,3
chinatown-times sq/theatre district,22,0,29
mott haven/port morris-van cortlandt village,15,0,2
east elmhurst-west farms/bronx river,23,0,1
dumbo/vinegar hill-boerum hill,19,0,2
flatiron-east harlem north,4,0,1
soho-fort greene,21,0,9
claremont/bathgate-garment district,11,0,1
williamsburg (north side)-two bridges/seward park,2,0,2
murray hill-garment district,0,0,41
bloomingdale-washington heights south,10,0,6
coney island-gramercy,11,0,2
west farms/bronx river-midtown south,10,0,1
times sq/theatre district-prospect park,13,0,4
two bridges/seward park-east chelsea,11,0,7
astoria-financial district north,10,0,1
midtown center-east williamsburg,14,0,1
lenox hill west-financial district south,1,0,1
south ozone park-van cortlandt village,8,0,1
hammels/arverne-manhattan valley,5,0,1
laguardia airport-flushing,9,0,35
east harlem south-melrose south,4,0,1
manhattanville-two bridges/seward park,9,0,1
manhattanville-morningside heights,0,0,7
lenox hill west-fordham south,8,0,1
baisley park-midtown north,10,0,5
woodhaven-richmond hill,5,0,2
little italy/nolita-west brighton,18,0,1
union sq-bushwick north,21,0,2
midtown east-queensboro hill,16,0,1
flushing-elmhurst/maspeth,12,0,1
seaport-upper east side south,0,0,5
penn station/madison sq west-manhattan valley,6,0,5
laguardia airport-bloomingdale,17,0,18
queensbridge/ravenswood-lenox hill west,11,0,1
flushing meadows-corona park-murray hill,12,0,1
cobble hill-laguardia airport,16,0,1
bloomingdale-midtown center,19,0,9
upper west side south-kensington,15,0,1
astoria-lincoln square west,13,0,6
astoria-union sq,7,0,2
jfk airport-roosevelt island,12,0,3
midtown east-midtown center,6,0,117
middle village-jfk airport,6,0,1
east elmhurst-south ozone park,21,0,10
gramercy-un/turtle bay south,9,0,130
sutton place/turtle bay north-sutton place/turtle bay north,5,0,8
midtown center-financial district south,7,0,27
stuy town/peter cooper village-financial district south,20,0,3
kips bay-university heights/morris heights,20,0,1
morningside heights-park slope,17,0,1
union sq-sutton place/turtle bay north,22,0,193
east chelsea-morningside heights,2,0,11
highbridge-manhattan valley,11,0,1
battery park city-alphabet city,22,0,14
tribeca/civic center-world trade center,18,0,54
central harlem-upper east side north,7,0,45
sutton place/turtle bay north-prospect park,0,0,1
midtown north-clinton east,10,0,87
east harlem north-schuylerville/edgewater park,20,0,1
little italy/nolita-financial district south,20,0,15
meatpacking/west village west-alphabet city,9,0,3
flatiron-flatiron,18,0,192
east flatbush/remsen village-financial district north,19,0,1
fort greene-midwood,21,0,1
yorkville west-bloomingdale,22,0,20
lenox hill east-sunset park west,17,0,1
tribeca/civic center-east chelsea,0,0,71
east flushing-queensboro hill,15,0,1
jamaica estates-boerum hill,8,0,1
springfield gardens south-bayside,13,0,1
laguardia airport-gramercy,21,0,118
fort greene-williamsburg (north side),14,0,4
clinton west-newark airport,7,0,10
long island city/hunters point-elmhurst,0,0,1
yorkville west-east concourse/concourse village,1,0,1
union sq-brighton beach,15,0,1
east flatbush/farragut-east harlem south,16,0,1
gravesend-boerum hill,11,0,1
brownsville-tribeca/civic center,7,0,1
williamsburg (north side)-hudson sq,13,0,1
central harlem-manhattanville,7,0,22
cobble hill-brooklyn heights,21,0,5
murray hill-stuy town/peter cooper village,0,0,24
chinatown-greenwich village south,12,0,3
kew gardens-east concourse/concourse village,6,0,1
central harlem north-soho,1,0,1
kips bay-forest hills,14,0,1
manhattanville-midtown north,12,0,2
sunnyside-howard beach,13,0,1
gravesend-prospect heights,19,0,1
flatlands-south ozone park,19,0,1
inwood-allerton/pelham gardens,15,0,1
east village-east chelsea,15,0,101
homecrest-clinton east,7,0,1
van nest/morris park-hillcrest/pomonok,17,0,2
greenwich village south-manhattan valley,17,0,7
union sq-bedford,18,0,2
greenwich village north-carroll gardens,22,0,8
fort greene-downtown brooklyn/metrotech,19,0,1
flushing meadows-corona park-upper east side north,6,0,1
east village-erasmus,13,0,1
hudson sq-central park,10,0,1
sunnyside-upper east side north,6,0,1
gramercy-central park,17,0,32
central park-yorkville east,0,0,8
garment district-gramercy,11,0,47
midtown center-laguardia airport,18,0,137
murray hill-jamaica estates,22,0,1
long island city/hunters point-clinton west,15,0,1
carroll gardens-yorkville east,10,0,1
upper west side north-greenwich village south,17,0,15
upper east side north-park slope,22,0,9
laguardia airport-jackson heights,8,0,19
prospect heights-ocean hill,17,0,1
upper west side south-steinway,22,0,4
battery park city-upper east side north,4,0,1
jfk airport-east village,1,0,27
jamaica estates-saint albans,8,0,1
stuyvesant heights-garment district,7,0,2
morningside heights-upper east side north,15,0,64
east new york-brooklyn heights,18,0,3
east williamsburg-old astoria,3,0,1
jfk airport-hunts point,23,0,3
central harlem-west chelsea/hudson yards,13,0,8
prospect-lefferts gardens-financial district north,7,0,1
two bridges/seward park-battery park city,6,0,7
east chelsea-steinway,21,0,4
penn station/madison sq west-morningside heights,22,0,27
midwood-park slope,12,0,2
murray hill-bushwick south,1,0,1
tribeca/civic center-bloomingdale,2,0,1
downtown brooklyn/metrotech-seaport,20,0,1
gramercy-central park,9,0,19
meatpacking/west village west-east williamsburg,22,0,3
queens village-penn station/madison sq west,11,0,2
co-op city-washington heights south,6,0,2
steinway-jfk airport,14,0,3
yorkville west-dumbo/vinegar hill,20,0,1
midtown center-bedford,14,0,2
meatpacking/west village west-newark airport,1,0,1
downtown brooklyn/metrotech-bushwick north,8,0,1
un/turtle bay south-long island city/hunters point,12,0,4
schuylerville/edgewater park-schuylerville/edgewater park,8,0,3
soho-west chelsea/hudson yards,14,0,46
west chelsea/hudson yards-hudson sq,22,0,53
west chelsea/hudson yards-prospect-lefferts gardens,21,0,1
soundview/castle hill-van nest/morris park,7,0,2
canarsie-east flatbush/farragut,12,0,1
gramercy-washington heights north,19,0,5
clinton hill-cambria heights,21,0,1
woodhaven-south ozone park,15,0,1
belmont-murray hill,9,0,1
homecrest-garment district,8,0,1
lenox hill west-norwood,10,0,1
un/turtle bay south-bushwick north,19,0,1
west village-clinton east,2,0,89
springfield gardens north-brownsville,5,0,1
jfk airport-ridgewood,19,0,31
west chelsea/hudson yards-university heights/morris heights,18,0,1
upper east side south-roosevelt island,19,0,5
hudson sq-upper east side south,7,0,4
yorkville west-laguardia airport,20,0,7
central park-lincoln square west,0,0,14
west concourse-west concourse,19,0,1
dumbo/vinegar hill-east village,11,0,3
world trade center-ocean parkway south,12,0,1
financial district north-bushwick north,21,0,1
long island city/hunters point-woodside,9,0,1
boerum hill-fort greene,3,0,1
dumbo/vinegar hill-elmhurst/maspeth,20,0,1
penn station/madison sq west-west farms/bronx river,15,0,3
allerton/pelham gardens-clinton west,6,0,1
battery park city-penn station/madison sq west,19,0,37
glen oaks-glendale,16,0,1
stuyvesant heights-red hook,5,0,1
murray hill-long island city/queens plaza,2,0,1
stuy town/peter cooper village-chinatown,2,0,1
clinton west-east chelsea,4,0,11
chinatown-lenox hill east,7,0,1
laguardia airport-west village,18,0,39
murray hill-erasmus,18,0,1
fort greene-garment district,12,0,2
williamsburg (north side)-bedford,17,0,1
baisley park-midtown north,13,0,1
lenox hill west-newark airport,14,0,6
howard beach-bushwick south,4,0,1
greenwich village south-corona,21,0,1
bloomingdale-penn station/madison sq west,20,0,2
baisley park-saint albans,0,0,1
flatbush/ditmas park-borough park,12,0,1
central harlem-jfk airport,17,0,12
lower east side-sunset park west,1,0,5
east village-laguardia airport,0,0,4
murray hill-long island city/hunters point,16,0,11
douglaston-brooklyn heights,16,0,1
murray hill-jackson heights,7,0,1
ocean hill-washington heights north,9,0,1
midtown south-stuyvesant heights,16,0,1
greenwich village south-brooklyn heights,21,0,33
greenwich village north-greenwich village south,2,0,23
gramercy-park slope,0,0,3
flatiron-midtown north,12,0,66
homecrest-richmond hill,21,0,1
lincoln square east-sunnyside,11,0,2
jamaica-east flatbush/remsen village,18,0,2
upper west side south-jackson heights,23,0,2
greenwich village south-east williamsburg,21,0,9
world trade center-lenox hill east,16,0,12
sunnyside-forest hills,19,0,4
greenwich village north-stuy town/peter cooper village,0,0,20
world trade center-un/turtle bay south,18,0,35
times sq/theatre district-greenwich village north,21,0,134
upper west side south-gramercy,6,0,6
washington heights north-clinton east,18,0,2
laguardia airport-east elmhurst,7,0,4
elmhurst-jfk airport,13,0,3
meatpacking/west village west-alphabet city,20,0,19
crown heights north-tribeca/civic center,17,0,1
soundview/castle hill-inwood,19,0,1
midtown north-greenwich village north,11,0,39
williamsburg (south side)-douglaston,22,0,1
sunnyside-midtown south,18,0,1
lenox hill west-sutton place/turtle bay north,18,0,481
jackson heights-upper west side north,2,0,1
upper east side south-sutton place/turtle bay north,3,0,6
lower east side-little italy/nolita,3,0,45
astoria-prospect-lefferts gardens,12,0,1
penn station/madison sq west-sunnyside,19,0,3
east harlem south-manhattan valley,2,0,3
east harlem south-sunnyside,7,0,2
east chelsea-williamsburg (north side),23,0,19
meatpacking/west village west-spuyten duyvil/kingsbridge,2,0,1
east new york-jfk airport,5,0,1
glendale-washington heights north,19,0,1
saint albans-yorkville west,12,0,2
kensington-east flatbush/farragut,9,0,1
greenwich village north-east new york,13,0,1
mott haven/port morris-gramercy,0,0,1
canarsie-seaport,10,0,1
crown heights south-brownsville,10,0,1
midtown north-tribeca/civic center,4,0,1
fort greene-battery park city,12,0,2
world trade center-greenpoint,12,0,4
upper east side south-east flushing,23,0,1
times sq/theatre district-pelham parkway,8,0,1
penn station/madison sq west-lenox hill west,10,0,106
west chelsea/hudson yards-world trade center,22,0,30
saint albans-midtown north,12,0,1
soho-upper west side north,9,0,2
douglaston-woodlawn/wakefield,22,0,1
yorkville west-garment district,18,0,19
east tremont-tribeca/civic center,16,0,1
bushwick south-crown heights north,12,0,3
times sq/theatre district-central harlem north,12,0,8
washington heights south-little italy/nolita,7,0,2
elmhurst-flushing,1,0,1
sutton place/turtle bay north-fort greene,13,0,1
williamsburg (north side)-forest hills,7,0,1
lower east side-jamaica,21,0,1
windsor terrace-lower east side,15,0,1
washington heights south-battery park,10,0,1
alphabet city-meatpacking/west village west,23,0,11
